p4_hydrophobicity,p5_hydrophobicity,p6_hydrophobicity,p7_hydrophobicity,p8_hydrophobicity,p4_aromaticity,p5_aromaticity,p6_aromaticity,p7_aromaticity,p8_aromaticity,p4_vdw_volume,p5_vdw_volume,p6_vdw_volume,p7_vdw_volume,p8_vdw_volume,p4_charge,p5_charge,p6_charge,p7_charge,p8_charge,bind_A0101,bind_A0201,bind_A0301,bind_A1101,bind_A2402,bind_B0702,bind_B0801,bind_B2705,bind_B3501,bind_B4402
-0.00020518821621746903,0.017500672181707554,0.004314400194166692,0.0015682371491353938,0.02268471070038077,0.0013283828845912242,0.0005823600036577815,0.0005911690513346526,0.0045811169527574715,-0.0011837765254716583,0.001132121613649507,-0.00014299662105329738,0.012176942171649127,0.013347142390137682,0.012317646057961902,-0.0011088777058939608,0.0017328740124913885,0.0019663402557645307,-0.0006859972311450213,0.00039464374794590575,0.054593896340719955,-0.008438817906070204,-0.00124991180863907,-0.004122288559389291,0.03607174326440387,0.006026513702279174,0.015603919006029634,0.024294246501647222,0.007110783918690713,0.010527322509928211
0.012833254977525375,0.018766685223610607,0.0015151578785636234,0.006323787658821616,0.019682545651337667,0.0004942883230114018,-0.0009238106631340272,0.001123148333409966,0.0046633195627037004,0.00012212373540481042,0.0032090515965137426,0.0017749419488745197,-0.004114491979532368,0.04602346425791335,0.0785914365773026,-0.0006736729917360691,0.005089292461230585,0.0019199823082876226,-0.0009728967441586066,-0.0004473029349872818,0.005049001126470255,-0.01928906582162714,0.007356028350041635,0.010791141745076931,-0.003789075866600681,0.015846298654733495,0.003937412205817671,0.08781710193669069,0.02481033589662937,0.010779846628954502
0.017005987334719516,0.007621442898324814,0.0030814584572183145,0.02612831447183057,0.006552750656103991,-1.1111726599465862e-05,-0.001457071039640379,0.00034374357322518854,0.002852825270842128,-0.0010842879663487404,-0.0013592567190998097,0.028611265005626517,0.04965147143511827,0.028693239394058562,0.028881826746611036,0.00529295419515999,0.0014837816751457154,-0.0006621618769079136,0.00727684187532611,-0.001646732635612818,-0.04018605392698078,-0.05258265999977405,-0.01601057182513994,-0.015438891622510907,-0.05432579313476826,-0.00932946839358292,-0.0015030676834815481,0.0036472414029470367,-0.03152602994407023,-0.026692655860589932
0.005266510433909683,0.006016286911144235,0.007259819413300762,0.004176075589139239,0.0014915918669391828,9.907622381903568e-06,-0.001789451455045134,0.0038269053075368534,0.0017617254130817745,0.0007460870561074855,0.00717839566754366,-0.0015220208252367093,0.010296648220326356,0.014916161302404954,-0.014184334883642933,-0.0010908072306843838,0.001427634745625195,-0.000764076001274411,-0.0011707176487642122,-0.001393704720707236,0.01568329891810937,-0.056823544481163904,-0.026409665225542278,-0.010513622585365685,0.11556336852932259,0.014771027724977554,0.009631484738191367,0.05395731888420002,-0.004375607308933341,-0.0456333659407335
0.01463225136174402,0.012477155850973724,0.009012674369746924,0.0021963571901834605,0.012485012993755972,0.00044592102740579037,-0.0007593004928420884,0.0008297656300076188,0.006420309120712249,-0.000746891956591392,0.012120059125876895,0.04386338004305485,0.020688283258994373,0.0029743629336873635,0.03195937157457501,0.007692665706917572,0.001051805730396139,0.00044667637815344797,-0.0015001488331914386,-0.0006023717586129508,-0.015091034834334396,-0.0222563134723784,-0.0193543588795039,-0.009271359218329781,0.020661564423383665,0.002580175696399919,0.008550929482736877,-0.06925917690956146,0.002304785380805221,0.00375677911298451
0.00366270797177134,0.01025632631017633,0.010915686443471606,0.01654908931618113,0.02582181740278708,0.008875312762334815,0.0005020789695435081,0.00035596207554892007,0.0033703080459218672,-0.000392989946124857,0.011799010431039968,0.0076888011449334085,0.00585110299576865,0.02276123424665491,0.008117687010971437,-0.0009858551720743703,0.000930464397271823,-0.00044486150345346285,-0.001281287916576495,0.011459976930345358,-0.01987086410428157,-0.028391271319962344,-0.016598512605817694,-0.009729056965352879,-0.011956482109956606,0.036866899868325205,0.010130592821505588,0.04863602631617644,-0.01900765392701119,-0.022582919852968848
-0.0030783432692912463,-0.006368648138024648,0.00415665151704276,0.01709114940673052,-0.011436502883243124,-0.00034761447174415204,-0.0005355296870174454,0.0008072673393366074,0.005161912713731864,-0.0013575160756124323,0.0041067367766164575,0.010400310463149367,-0.01201838747738993,0.025192221494185426,0.01018010663866411,-0.00016956346786451933,-0.00016667426398527568,-0.00012367331681796168,-0.0004667408235842352,-8.688880522419105e-05,0.03393907987544074,0.005631630097344942,0.04556111457134142,0.021817938752340404,0.0415348040824511,0.0010137371329368048,0.009089047827576394,-0.0041212993971840245,0.00827239593262264,0.014630607492621335
0.014856214550589414,0.00521896270931644,0.006243903128741377,0.008466721581864022,0.005514584192607727,-0.00010360160691871136,-0.0018625772116451734,0.0005090182087911035,-0.008925977057162839,0.0010631819757773494,0.0016119926085837745,-0.003570923928441606,0.000795122877255929,0.01727274111602001,-0.004885676250669427,-0.0011357278054723167,0.020507976796095225,0.012967436214993364,-0.0012710917492699603,-0.0015960447160859757,-0.01665420876165136,-0.06775852011782414,-0.013201938753698602,-0.0023641687367715134,0.1002138081444513,0.008902520186243443,0.01647061270228647,0.039221309815693176,-0.006750849283790827,-0.026445470792759208
0.0035773658987847275,0.01572802933181562,0.003949511613191882,-0.00605079648520092,0.022723405159263424,0.0017013086782050792,-0.00043771397722480336,0.0016647978091152305,0.004936904235231077,-0.000533182628095001,0.004927049440139719,0.033771751501621386,-0.0034020040114531636,-0.009944209612000564,0.013373836557401627,-0.002501766044637686,0.0007968681223576186,0.0012369841068182316,-0.00042485996325312937,-0.00045606869463650843,0.015496623841682095,-0.0016381036516141421,0.0077053665458154475,0.007957644569142743,0.039838655781062646,-0.0034609098883250926,0.008964636536532653,0.03261118416460488,2.116013491805918e-05,0.006175860965887344
-0.00447494042013199,0.0011857796807798865,0.010948557495415021,0.0007505144900990581,0.007468609772646867,0.000305691055861263,-0.0007400065404336082,0.001366784342153243,0.0025497373232354556,0.0007418889395461261,-0.0006108979047938048,0.0011252655322182689,0.0029774315089273183,-0.017981781582807603,-0.008718121157037212,-0.0020662678420276187,0.0009017523420286072,0.022424064300711016,-0.0019166081089124023,-0.0013766041042611052,-0.014734494395818008,-0.040989246086818004,-0.020157685434625493,-0.003716731899566231,-0.018392372028952764,0.010430906239267986,6.389153101861847e-05,0.02484541655747395,0.03383677667616567,-0.042737980244214456
